Id,Delay
668,1884.85261052933
669,2208.68701119392
670,3400.37854086009
671,1884.85261052933
672,3400.37854086009
673,1884.85261052933
674,3400.37854086009
675,2208.68701119392
676,3852.77132346168
677,1884.85261052933
678,3174.44036004914
679,3852.77132346168
680,2624.76687164734
681,3618.9768055422
682,3852.77132346168
683,3400.37854086009
684,2390.39482912667
685,3174.44036004914
686,3714.64875606653
687,3852.77132346168
688,3618.9768055422
689,2624.76687164734
690,3852.77132346168
691,1673.35249661724
692,1673.35249661724
693,3400.37854086009
694,3618.9768055422
695,3714.64875606653
696,3852.77132346168
697,2390.39482912667
698,3400.37854086009
699,3852.77132346168
700,2208.68701119392
701,1673.35249661724
702,1884.85261052933
703,2390.39482912667
704,3618.9768055422
705,3852.77132346168
706,3714.64875606653
707,3618.9768055422
708,3618.9768055422
709,1884.85261052933
710,3174.44036004914
711,2208.68701119392
712,3714.64875606653
713,3618.9768055422
714,2208.68701119392
715,3852.77132346168
716,2390.39482912667
717,1673.35249661724
718,3714.64875606653
719,3400.37854086009
720,3174.44036004914
721,3714.64875606653
722,3400.37854086009
723,1884.85261052933
724,3618.9768055422
725,3174.44036004914
726,3400.37854086009
727,2624.76687164734
728,3714.64875606653
729,3618.9768055422
730,1673.35249661724
731,3852.77132346168
732,3400.37854086009
733,1884.85261052933
734,1673.35249661724
735,1884.85261052933
736,3174.44036004914
737,2624.76687164734
738,3400.37854086009
739,1884.85261052933
740,3714.64875606653
741,2624.76687164734
742,3400.37854086009
743,1884.85261052933
744,3852.77132346168
745,3852.77132346168
746,3714.64875606653
747,2208.68701119392
748,3852.77132346168
749,3714.64875606653
750,3400.37854086009
751,2208.68701119392
752,1884.85261052933
753,3400.37854086009
754,1884.85261052933
755,1884.85261052933
756,1673.35249661724
757,3400.37854086009
758,3714.64875606653
759,3174.44036004914
760,3618.9768055422
761,1673.35249661724
762,1673.35249661724
763,2390.39482912667
764,3400.37854086009
765,3174.44036004914
766,3400.37854086009
767,3174.44036004914
768,3852.77132346168
769,3618.9768055422
770,3852.77132346168
771,3174.44036004914
772,2390.39482912667
773,2208.68701119392
774,3852.77132346168
775,2208.68701119392
776,1673.35249661724
777,2390.39482912667
778,1673.35249661724
779,3174.44036004914
780,3174.44036004914
781,3714.64875606653
782,1884.85261052933
783,2624.76687164734
784,3618.9768055422
785,3714.64875606653
786,1673.35249661724
787,3852.77132346168
788,3174.44036004914
789,3714.64875606653
790,3618.9768055422
791,1673.35249661724
792,2390.39482912667
793,3174.44036004914
794,1884.85261052933
795,3618.9768055422
796,2208.68701119392
797,2624.76687164734
798,3618.9768055422
799,2208.68701119392
800,3174.44036004914
801,1673.35249661724
802,3852.77132346168
803,3714.64875606653
804,3618.9768055422
805,2208.68701119392
806,3174.44036004914
807,3618.9768055422
808,3400.37854086009
809,3174.44036004914
810,2208.68701119392
811,3618.9768055422
812,3852.77132346168
813,2624.76687164734
814,1673.35249661724
815,1673.35249661724
816,3852.77132346168
817,1884.85261052933
818,3714.64875606653
819,2208.68701119392
820,3618.9768055422
821,3400.37854086009
822,1884.85261052933
823,3852.77132346168
824,2208.68701119392
825,2208.68701119392
826,1673.35249661724
827,2390.39482912667
828,3618.9768055422
829,3174.44036004914
830,3714.64875606653
831,2390.39482912667
832,1673.35249661724
833,2208.68701119392
834,3400.37854086009
835,3714.64875606653
836,3852.77132346168
837,3714.64875606653
838,1673.35249661724
839,3618.9768055422
840,1884.85261052933
841,1673.35249661724
842,2390.39482912667
843,1673.35249661724
844,3618.9768055422
845,2208.68701119392
846,1884.85261052933
847,3618.9768055422
848,3174.44036004914
849,3174.44036004914
850,2624.76687164734
851,1673.35249661724
852,3852.77132346168
853,3852.77132346168
854,2208.68701119392
855,1884.85261052933
856,1884.85261052933
857,2208.68701119392
858,1884.85261052933
859,3618.9768055422
860,2390.39482912667
861,3174.44036004914
862,2390.39482912667
863,3714.64875606653
864,3174.44036004914
865,2208.68701119392
866,3400.37854086009
867,3400.37854086009
868,2208.68701119392
869,2624.76687164734
870,3174.44036004914
871,3174.44036004914
872,3618.9768055422
873,3174.44036004914
874,1884.85261052933
875,1884.85261052933
876,1884.85261052933
877,1884.85261052933
878,2390.39482912667
879,3400.37854086009
880,1884.85261052933
881,3852.77132346168
882,3400.37854086009
883,3400.37854086009
884,3174.44036004914
885,3400.37854086009
886,2624.76687164734
887,3714.64875606653
888,3400.37854086009
889,3714.64875606653
890,3618.9768055422
891,2208.68701119392
892,2390.39482912667
893,2390.39482912667
894,3400.37854086009
895,3714.64875606653
896,2390.39482912667
897,3852.77132346168
898,3852.77132346168
899,1673.35249661724
900,3618.9768055422
901,3400.37854086009
902,3714.64875606653
903,1673.35249661724
904,3400.37854086009
905,3174.44036004914
906,3174.44036004914
907,3174.44036004914
908,3400.37854086009
909,3852.77132346168
910,3174.44036004914
911,3852.77132346168
912,3174.44036004914
913,3174.44036004914
914,3174.44036004914
915,2208.68701119392
916,2624.76687164734
917,2390.39482912667
918,3618.9768055422
919,2208.68701119392
920,1884.85261052933
921,2624.76687164734
922,3400.37854086009
923,3852.77132346168
924,3174.44036004914
925,2624.76687164734
926,2208.68701119392
927,3400.37854086009
928,3852.77132346168
929,3618.9768055422
930,3400.37854086009
931,3714.64875606653
932,1673.35249661724
933,3852.77132346168
934,1884.85261052933
935,2390.39482912667
936,2390.39482912667
937,2208.68701119392
938,1884.85261052933
939,3174.44036004914
940,3618.9768055422
941,3174.44036004914
942,3852.77132346168
943,3714.64875606653
944,3400.37854086009
945,3400.37854086009
946,1673.35249661724
947,3174.44036004914
948,3618.9768055422
949,3714.64875606653
950,2624.76687164734
951,2624.76687164734
952,1884.85261052933
953,3714.64875606653
954,3400.37854086009
955,1673.35249661724
956,2208.68701119392
957,3400.37854086009
958,3852.77132346168
959,2624.76687164734
960,2390.39482912667
961,2390.39482912667
962,2390.39482912667
963,2390.39482912667
964,1884.85261052933
965,3174.44036004914
966,2390.39482912667
967,3714.64875606653
968,2208.68701119392
969,2208.68701119392
970,3618.9768055422
971,3174.44036004914
972,2208.68701119392
973,3714.64875606653
974,1673.35249661724
975,3852.77132346168
976,2390.39482912667
977,3174.44036004914
978,2390.39482912667
979,2390.39482912667
980,2390.39482912667
981,1673.35249661724
982,1673.35249661724
983,3174.44036004914
984,3618.9768055422
985,3400.37854086009
986,3618.9768055422
987,3618.9768055422
988,3174.44036004914
989,2208.68701119392
990,3400.37854086009
991,3714.64875606653
992,1673.35249661724
993,3714.64875606653
994,2208.68701119392
995,2208.68701119392
996,3714.64875606653
997,1884.85261052933
998,3400.37854086009
999,3400.37854086009
1000,2208.68701119392
