Id,Delay
668,1564.69666224742
669,2565.98382079438
670,2893.88049617863
671,1928.62995296603
672,4858.87912758717
673,1403.68314912122
674,3188.32624869553
675,1911.05982616294
676,2190.07284754327
677,2144.18453596826
678,2324.35004496027
679,4093.4103664745
680,3751.86506903823
681,2453.91430938563
682,2178.419808412
683,2723.57011400197
684,1905.57021816337
685,4191.6642592969
686,3565.37584103654
687,5164.96596776464
688,4193.32778503973
689,2167.83933284416
690,2472.48149109183
691,1784.03715260411
692,2976.22724370253
693,2716.1102113611
694,2558.26551915473
695,4341.69889385206
696,2254.38539835497
697,2131.01472775318
698,2261.96144861144
699,2381.1241383604
700,3069.86305843337
701,1468.93166461883
702,1666.63496263853
703,2064.49842302465
704,2536.00006628877
705,2323.29747241607
706,4183.58007444703
707,4686.75246508773
708,3333.7957740731
709,1636.10047341038
710,2171.39565472677
711,1471.0187270107
712,2790.55585571767
713,4817.66792912626
714,2018.32185701747
715,2310.55722802957
716,3240.9156440794
717,4249.72019776703
718,4031.76051104417
719,2237.93461907697
720,2221.88780102877
721,2895.07089596554
722,4245.1924689496
723,1711.66035757046
724,3857.53621565386
725,3373.5579136078
726,2252.2206659186
727,2673.8358340099
728,2736.95118942447
729,4283.4297679162
730,1494.84244237122
731,8821.90743711264
732,2109.94472721847
733,1387.94472086741
734,4310.27391587186
735,1746.58789520516
736,6539.67523870053
737,2520.1921860298
738,2267.7856807985
739,1688.9168181905
740,3616.00337038
741,2951.23415067107
742,2131.02521848054
743,3121.24430744286
744,4103.29131797683
745,2276.34208117064
746,2770.99823840967
747,3146.45496620463
748,3475.97501673003
749,4796.33276212779
750,2165.0728848664
751,1852.46993133209
752,2175.19230691207
753,2863.13536116337
754,1529.81753358508
755,1353.97362661226
756,3843.68893031243
757,4283.34579137656
758,2626.12907365673
759,3343.37379896887
760,2609.17107896017
761,1807.39873179596
762,4017.10882786276
763,2206.21312549178
764,2332.97514575243
765,4425.32075095027
766,2583.1560352141
767,3580.60770560193
768,3925.53728689153
769,4761.38568310277
770,2310.03571510333
771,3679.73939998732
772,2020.88267875564
773,1586.33534715396
774,3008.27461357103
775,2008.59166642293
776,1662.06977883145
777,1835.4280600085
778,2860.05568831496
779,3438.63863910833
780,2497.1422519286
781,5150.13724504854
782,2662.18900310157
783,2708.31053753127
784,3485.91066385307
785,4292.5791493775
786,2564.29295951307
787,5082.72660496085
788,2438.7255957654
789,4793.64935168464
790,3486.4526278004
791,2919.12388699806
792,2103.3081395312
793,2016.9197072414
794,1970.85890450577
795,2465.1824439624
796,1991.62322131682
797,1998.86099001053
798,4029.99589366986
799,1740.86963721634
800,3602.6666425066
801,1637.69675568689
802,5131.16856903426
803,3302.6818913528
804,2668.51553216114
805,2863.06909203493
806,3167.8063943105
807,9011.69573370628
808,2433.22567210383
809,2266.2250097113
810,1551.94998027103
811,3582.03426225853
812,4204.50975060696
813,2424.22271765717
814,1455.19575729427
815,1377.01425554404
816,2571.83480316177
817,1512.53062929531
818,3360.57797944894
819,2013.20607329456
820,3599.12697889883
821,3620.87762940936
822,1686.35826675197
823,4810.11542863743
824,2082.52401192475
825,2631.68840410391
826,1394.66026870701
827,1895.91954546525
828,2556.57150509104
829,2391.6969797075
830,3571.51891680516
831,2209.47766336477
832,1581.8248088077
833,1891.66461015885
834,2269.37412210384
835,4969.84433644194
836,2403.4961407752
837,2810.7881927641
838,1274.55636392178
839,8530.06963731604
840,1619.15612596744
841,1717.18801031048
842,1808.29840606039
843,1540.20027244077
844,3420.49834277283
845,2074.11126273692
846,2000.74751758956
847,2431.99585553657
848,2426.17801607053
849,4167.15250603247
850,1816.52749153609
851,2024.45378393112
852,3008.8389728781
853,5053.19243785836
854,1753.40543714217
855,1785.41160327503
856,1640.36078888998
857,1823.02196045547
858,2024.65141708272
859,3732.87822293973
860,1942.34457866684
861,2480.61699885497
862,2370.96053645572
863,3971.07395828119
864,2326.7097548735
865,1913.70751481827
866,2712.0509624421
867,4180.77035904923
868,1863.21207143922
869,1766.74792966543
870,2016.04966553297
871,2481.7963516696
872,4691.57568663226
873,3731.72628879993
874,1529.2294937232
875,1732.78084728817
876,1642.88836634779
877,1480.46861109285
878,1828.58807135508
879,2657.80535996817
880,1388.87803951137
881,2245.84205262443
882,4065.79434014917
883,3426.983494716
884,4342.4015461526
885,2849.64522270657
886,1931.1435082296
887,2910.91077778397
888,2853.51253691817
889,4046.64669404
890,3196.89366284767
891,1828.32264891249
892,1958.095821299
893,1951.89351857413
894,4431.82533692526
895,3565.64175995976
896,1788.75136317843
897,3164.62612704853
898,2457.9634169385
899,1704.70801390939
900,2594.0682463562
901,4684.53209464654
902,2906.13208505167
903,1582.93899263624
904,2440.54080504117
905,2765.5528523168
906,2323.3124563613
907,4003.16145167862
908,4026.62015779023
909,3976.26999324373
910,2546.38155703143
911,2628.9603641935
912,2335.2224009238
913,3959.70163966643
914,2099.85492212053
915,2547.0164154142
916,2721.90461172554
917,2080.94231389413
918,8778.2261950348
919,1927.97345151968
920,1699.60429623671
921,3219.7691648554
922,2597.32601295413
923,4192.2128057506
924,3848.8041075119
925,2159.47437293958
926,1594.40080036563
927,3927.927432626
928,8636.85810918764
929,4056.93679988674
930,4227.15975925853
931,4931.19323386813
932,1558.41817532417
933,2335.98928212337
934,1702.09544059694
935,1913.82717679358
936,2127.61430455677
937,1962.59557403745
938,1786.3672791646
939,2132.25532369593
940,4244.8162897372
941,3519.96068199933
942,2160.71710636014
943,3246.33612150763
944,8114.63399516828
945,4223.11732143116
946,1447.48975142118
947,2382.81455289807
948,2440.54913301867
949,2751.53916483067
950,2475.07602395897
951,6006.87709940353
952,1560.35316500726
953,2875.45909142407
954,3232.80848008217
955,1628.92254336064
956,1770.08393523195
957,2452.02687373064
958,4111.50810433259
959,3606.11909347836
960,1842.80896805583
961,2336.24320351343
962,2173.48630244183
963,2089.3661088206
964,1699.98079305506
965,4410.57554979177
966,4874.83384260166
967,4157.71497470583
968,1913.02759094157
969,2075.04357183164
970,4897.45523617516
971,4448.7919663873
972,1951.61720148863
973,2826.95957573093
974,1612.96586281636
975,2297.6260168869
976,1574.88442293738
977,3356.55334207993
978,1705.97220255076
979,1763.35035853728
980,3335.5107460612
981,1877.22809108952
982,1572.00116424723
983,2120.99746985763
984,3096.44266073907
985,2303.46685459017
986,4092.87220582969
987,3476.40994922477
988,3362.28266891623
989,2622.5420238551
990,2510.34402215473
991,4815.67723621343
992,1599.45357059453
993,4269.69655278013
994,1712.54982760166
995,1912.47678976082
996,5163.11560448443
997,1699.04729661924
998,2370.41203711223
999,7906.21088314578
1000,2004.15289532257
